episode_id,combo_id,n_ood_dims,split,length_lo,length_hi,angle_lo,angle_hi,gravity_lo,gravity_hi,damping_lo,damping_hi,angvel_lo,angvel_hi
4380,90,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4381,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4382,202,1,near_ood,1.505,2.0,38.1,61.9,7.3,10.7,0.1717,0.3383,-1.02,1.02
4383,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4384,23,2,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.1717,0.3383,1.02,3.0
4385,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
4386,191,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.01,0.1717,1.02,3.0
4387,58,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
4388,209,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
4389,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4390,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4391,153,2,near_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.01,0.1717,-3.0,-1.02
4392,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4393,56,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
4394,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4395,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4396,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4397,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4398,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4399,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4400,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4401,241,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.3383,0.5,-1.02,1.02
4402,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4403,220,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
4404,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4405,49,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,-1.02,1.02
4406,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4407,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4408,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4409,75,2,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
4410,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4411,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4412,134,2,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.3383,0.5,1.02,3.0
4413,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4414,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4415,215,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,1.02,3.0
4416,158,4,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
4417,32,3,far_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.1717,0.3383,1.02,3.0
4418,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4419,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4420,141,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
4421,161,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.3383,0.5,1.02,3.0
4422,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4423,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4424,157,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
4425,225,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,-3.0,-1.02
4426,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4427,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4428,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4429,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4430,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4431,53,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,1.02,3.0
4432,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4433,156,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
4434,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4435,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4436,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4437,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4438,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4439,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4440,26,1,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
4441,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4442,146,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.01,0.1717,1.02,3.0
4443,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4444,170,2,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
4445,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4446,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4447,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4448,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4449,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4450,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4451,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4452,124,1,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4453,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4454,235,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.01,0.1717,-1.02,1.02
4455,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4456,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4457,222,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
4458,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4459,152,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,1.02,3.0
4460,156,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
4461,96,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4462,137,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
4463,174,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.1717,0.3383,-3.0,-1.02
4464,216,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.01,0.1717,-3.0,-1.02
4465,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4466,2,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,1.02,3.0
4467,96,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4468,89,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
4469,21,1,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.1717,0.3383,-3.0,-1.02
4470,167,3,far_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4471,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4472,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4473,84,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4474,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4475,2,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,1.02,3.0
4476,116,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
4477,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4478,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4479,31,2,near_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.1717,0.3383,-1.02,1.02
4480,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4481,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4482,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4483,59,4,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4484,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4485,86,4,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4486,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4487,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4488,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4489,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4490,150,2,near_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,-3.0,-1.02
4491,96,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4492,28,1,near_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.01,0.1717,-1.02,1.02
4493,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4494,59,4,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4495,221,4,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4496,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4497,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4498,53,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,1.02,3.0
4499,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4500,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4501,56,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
4502,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4503,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4504,86,4,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4505,63,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,-3.0,-1.02
4506,174,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.1717,0.3383,-3.0,-1.02
4507,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4508,167,3,far_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4509,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
4510,113,4,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,1.02,3.0
4511,212,2,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.1717,0.3383,1.02,3.0
4512,212,2,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.1717,0.3383,1.02,3.0
4513,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4514,92,2,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,1.02,3.0
4515,166,2,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.1717,0.3383,-1.02,1.02
4516,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4517,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4518,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4519,105,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4520,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4521,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4522,64,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,-1.02,1.02
4523,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4524,86,4,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4525,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4526,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4527,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4528,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4529,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4530,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4531,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4532,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4533,67,2,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.1717,0.3383,-1.02,1.02
4534,86,4,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4535,13,1,near_ood,0.5,0.995,15.0,38.1,7.3,10.7,0.1717,0.3383,-1.02,1.02
4536,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4537,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4538,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4539,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4540,138,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4541,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4542,142,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,-1.02,1.02
4543,3,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4544,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4545,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4546,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4547,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4548,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4549,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4550,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4551,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4552,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
4553,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4554,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4555,217,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.01,0.1717,-1.02,1.02
4556,26,1,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
4557,112,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-1.02,1.02
4558,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
4559,38,1,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,1.02,3.0
4560,161,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.3383,0.5,1.02,3.0
4561,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4562,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4563,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4564,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
4565,57,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4566,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4567,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4568,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4569,0,1,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,-3.0,-1.02
4570,62,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
4571,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4572,115,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
4573,92,2,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,1.02,3.0
4574,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4575,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
4576,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4577,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
4578,115,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
4579,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4580,5,3,far_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
4581,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4582,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4583,100,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4584,121,2,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.1717,0.3383,-1.02,1.02
4585,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4586,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4587,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4588,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4589,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
4590,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4591,153,2,near_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.01,0.1717,-3.0,-1.02
4592,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4593,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4594,1,1,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,-1.02,1.02
4595,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
4596,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
4597,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4598,192,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4599,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4600,62,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
4601,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4602,238,2,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
4603,73,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.01,0.1717,-1.02,1.02
4604,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4605,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4606,108,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.01,0.1717,-3.0,-1.02
4607,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4608,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
4609,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4610,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4611,57,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4612,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
4613,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4614,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
4615,58,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
4616,168,1,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.3383,0.5,-3.0,-1.02
4617,107,2,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
4618,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4619,182,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,1.02,3.0
4620,197,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
4621,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
4622,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4623,88,2,near_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,-1.02,1.02
4624,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
4625,50,2,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,1.02,3.0
4626,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
4627,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4628,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
4629,226,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,-1.02,1.02
4630,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4631,57,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
4632,194,3,far_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.1717,0.3383,1.02,3.0
4633,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
4634,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
4635,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
4636,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
4637,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
4638,92,2,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,1.02,3.0
4639,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
4640,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
